06/07/2017,-34.58
06/09/2017,-245.86
06/12/2017,-89.47
06/13/2017,-104.15
06/15/2017,-21.30
06/16/2017,128.46
06/19/2017,1862.86
06/20/2017,-23.74
06/22/2017,-60.32
06/23/2017,-282.78
06/26/2017,-274.01
06/27/2017,-705.35
06/28/2017,-40.73
06/29/2017,66.09
06/30/2017,-4.50
07/03/2017,-208.66
07/05/2017,-167.90
07/06/2017,-20.58
07/07/2017,-91.57
07/10/2017,-42.70
07/12/2017,-56.03
07/13/2017,-2.65
07/14/2017,-79.14
07/17/2017,-56.92
07/18/2017,-65.90
07/20/2017,-21.21
07/21/2017,-17.77
07/24/2017,-114.80
07/25/2017,-24.84
07/27/2017,-5.36
07/28/2017,-33.00
07/31/2017,-109.33
08/01/2017,-12.03
08/02/2017,-50.44
08/03/2017,-12.99
08/04/2017,-10.50
08/07/2017,-99.18
08/09/2017,-21.79
08/10/2017,-14.59
08/11/2017,-59.00
08/14/2017,-39.05
08/15/2017,-4.50
08/16/2017,-4.15
08/17/2017,-20.14
08/18/2017,-21.46
08/21/2017,-33.56
08/22/2017,-40.64
08/23/2017,-4.23
08/24/2017,-20.62
08/25/2017,-8.61
08/28/2017,-43.88
08/29/2017,-28.37
08/30/2017,-9.75
08/31/2017,-11.90
09/05/2017,349.99
09/06/2017,-7.94
09/07/2017,-41.28
09/08/2017,-15.00
09/11/2017,-53.07
09/12/2017,-3.10
09/13/2017,-14.59
09/14/2017,-25.89
09/18/2017,-51.54
09/20/2017,-33.69
09/21/2017,-9.11
09/25/2017,-53.96
09/26/2017,-54.35
09/27/2017,-7.95
09/28/2017,-10.99
09/29/2017,-10.27
10/02/2017,-52.13
10/03/2017,-9.99
10/05/2017,-10.07
10/06/2017,-4.07
10/10/2017,-48.11
10/11/2017,-14.58
10/12/2017,-10.42
10/13/2017,290.58
10/16/2017,270.85
10/17/2017,-37.54
10/18/2017,-688.04
10/23/2017,-24.00
10/25/2017,256.24
10/26/2017,-6.75
10/27/2017,-5.36
10/30/2017,-3.49
10/31/2017,-8.75
11/01/2017,186.76
11/02/2017,-9.42
11/03/2017,-26.16
11/06/2017,-37.08
11/08/2017,291.91
11/09/2017,-9.67
11/10/2017,-10.42
11/13/2017,-21.74
11/14/2017,-17.71
11/15/2017,203.27
11/16/2017,-21.52
11/17/2017,187.32
11/20/2017,-42.85
11/22/2017,212.26
11/24/2017,-17.21
11/27/2017,-397.73
11/28/2017,-37.79
11/29/2017,-88.29
12/01/2017,-329.05
12/04/2017,271.03
12/05/2017,-281.39
12/06/2017,-3.38
12/07/2017,-341.47
12/08/2017,-96.99
12/11/2017,267.88
12/12/2017,-13.76
12/13/2017,-7.69
12/14/2017,-40.72
12/15/2017,-10.00
12/18/2017,-27.15
12/19/2017,-26.15
12/20/2017,-11.61
12/21/2017,-10.00
12/22/2017,-42.20
12/26/2017,-23.21
12/27/2017,291.86
12/28/2017,-4.92
12/29/2017,-5.47
01/02/2018,-128.17
01/03/2018,548.42
01/04/2018,-16.09
01/05/2018,-83.13
01/08/2018,-60.51
01/10/2018,-11.73
01/12/2018,-78.46
01/16/2018,-208.72
01/17/2018,-41.04
01/22/2018,-12.01
01/23/2018,788.83
01/25/2018,12000.00
01/26/2018,2019.80
01/29/2018,-362.18
01/30/2018,-11200.01
01/31/2018,-1680.63
02/02/2018,-44.77
02/05/2018,355.51
02/06/2018,182.71
02/07/2018,-151.35
02/08/2018,-115.11
02/09/2018,-81.77
02/12/2018,-213.31
02/13/2018,-29.95
02/15/2018,-49.46
02/16/2018,-31.34
02/20/2018,-194.43
02/21/2018,-101.75
02/22/2018,-9.60
02/23/2018,-1017.94
02/26/2018,-8.00
02/27/2018,-38.51
02/28/2018,-0.99
03/01/2018,-179.31
03/02/2018,-7.61
03/05/2018,-47.65
03/06/2018,-41.34
03/07/2018,-6.45
03/08/2018,86.55
03/09/2018,-16.48
03/12/2018,-26.27
03/13/2018,-101.69
03/14/2018,91.93
03/15/2018,3634.22
03/16/2018,-146.00
03/19/2018,-624.26
03/20/2018,-352.18
03/21/2018,-215.12
03/22/2018,-196.69
03/23/2018,-40.48
03/26/2018,-202.87
03/27/2018,-61.20
03/28/2018,-39.57
03/29/2018,-9.13
03/30/2018,2441.54
04/02/2018,-301.23
04/03/2018,-1411.34
04/04/2018,-21.29
04/05/2018,-49.56
04/06/2018,-40.79
04/09/2018,-95.01
04/10/2018,-92.41
04/11/2018,-422.94
04/12/2018,-49.22
04/13/2018,2466.71
04/16/2018,-94.75
04/17/2018,-114.54
04/18/2018,-10.29
04/19/2018,-19.69
04/20/2018,-462.76
04/23/2018,-191.17
04/24/2018,-9.10
04/25/2018,-6.79
04/26/2018,-84.99
04/27/2018,-24.81
04/30/2018,2056.45
05/01/2018,-307.87
05/02/2018,-1099.50
05/03/2018,-120.90
05/04/2018,-1.61
05/07/2018,-207.58
05/10/2018,-15.15
05/11/2018,-39.01
05/14/2018,-142.04
05/15/2018,1331.54
05/16/2018,-8.84
05/17/2018,-44.60
05/18/2018,-46.99
05/21/2018,-154.20
05/24/2018,86.36
05/25/2018,-2418.44
05/29/2018,-330.75
05/30/2018,-227.01
05/31/2018,1655.27
06/01/2018,-200.00
